AAL,EKYT
LUX,ELLX
AES,ENAL
ANX,ENAN
ALF,ENAT
\N,ENBM
BNN,ENBN
BOO,ENBO
BGO,ENBR
BJF,ENBS
KRS,ENCN
\N,ENDI
BDU,ENDU
EVE,ENEV
VDB,ENFG
FRO,ENFL
OSL,ENGM
HAU,ENHD
HAA,ENHK
KSU,ENKB
\N,ENKJ
KKN,ENKR
FAN,ENLI
MOL,ENML
MJF,ENMS
LKL,ENNA
NTB,ENNO
OLA,ENOL
RRS,ENRO
RYG,ENRY
LYR,ENSB
SKE,ENSN
SRP,ENSO
SSJ,ENST
TOS,ENTC
TRF,ENTO
TRD,ENVA
SVG,ENZV
\N,EPBC
GDN,EPGD
KRK,EPKK
\N,EPKM
KTW,EPKT
\N,EPML
POZ,EPPO
RZE,EPRZ
Poland,SZZ
OSP,EPSK
\N,EPSN
WAW,EPWA
WRO,EPWR
IEG,EPZG
\N,ESCF
\N,ESCK
\N,ESCM
RNB,ESDF
\N,ESFR
GOT,ESGG
JKG,ESGJ
\N,ESGK
LDK,ESGL
GSE,ESGP
KVB,ESGR
THN,ESGT
\N,ESIA
\N,ESIB
\N,ESKB
KSK,ESKK
MXX,ESKM
NYO,ESKN
\N,ESKV
\N,ESMA
\N,ESMG
KID,ESMK
JLD,ESML
OSK,ESMO
\N,ESMP
KLR,ESMQ
MMX,ESMS
HAD,ESMT
\N,ESMV
VXO,ESMX
\N,ESNA
\N,ESNC
EVG,ESND
GEV,ESNG
HUV,ESNH
\N,ESNJ
KRF,ESNK
LYC,ESNL
\N,ESNM
SDL,ESNN
OER,ESNO
\N,ESNP
KRN,ESNQ
\N,ESNR
SFT,ESNS
\N,ESNT
UME,ESNU
VHM,ESNV
AJR,ESNX
ORB,ESOE
VST,ESOW
LLA,ESPA
\N,ESPE
\N,ESQO
ARN,ESSA
BMA,ESSB
BLE,ESSD
HLF,ESSF
GVX,ESSK
LPI,ESSL
NRK,ESSP
\N,ESSU
VBY,ESSV
\N,ESUK
SPM,ETAD
RMS,ETAR
GHF,ETEU
\N,ETHB
ZCN,ETHC
\N,ETHE
\N,ETHF
\N,ETHL
\N,ETHM
\N,ETHN
\N,ETHR
\N,ETHS
\N,ETIC
ZNF,ETID
\N,ETIH
\N,ETIN
\N,ETMN
\N,ETND
GKE,ETNG
\N,ETNH
\N,ETNJ
RLG,ETNL
\N,ETNN
\N,ETNS
\N,ETNT
\N,ETNW
\N,ETOI
\N,ETOR
\N,ETOU
\N,ETSA
\N,ETSB
\N,ETSE
FEL,ETSF
\N,ETSH
IGS,ETSI
\N,ETSL
\N,ETSN
GUT,ETUO
ALJ,FAAB
AGZ,FAAG
\N,FABB
BIY,FABE
BFN,FABL
\N,FABM
\N,FABO
CPT,FACT
\N,FACV
DUR,FALE
ELS,FAEL
\N,FAEO
\N,FAFB
GCJ,FAGC
GRJ,FAGG
\N,FAGR
\N,FAGT
\N,FAGY
\N,FAHA
\N,FAHR
HDS,FAHS
\N,FAHV
JNB,FAJS
\N,FAKD
KIM,FAKM
\N,FAKR
\N,FAKS
KMH,FAKU
KLZ,FAKZ
HLA,FALA
\N,FALI
\N,FALM
\N,FALW
LAY,FALY
\N,FAMB
MGH,FAMG
\N,FAMI
\N,FAMJ
\N,FAMN
MEZ,FAMS
\N,FAMU
NCS,FANC
\N,FANY
\N,FAOB
DUH,FAOH
PLZ,FAPE
\N,FAPG
PHW,FAPH
\N,FAPI
\N,FAPJ
PZB,FAPM
NTY,FAPN
PTG,FAPP
\N,FAPS
\N,FAPY
UTW,FAQT
RCB,FARB
\N,FARG
ROD,FARS
SBU,FASB
\N,FASC
\N,FASD
\N,FASI
\N,FASK
SIS,FASS
\N,FASX
SZK,FASZ
\N,FATF
\N,FATP
\N,FATT
LTA,FATZ
ULD,FAUL
UTN,FAUP
UTT,FAUT
VRU,FAVB
VIR,FAVG
\N,FAVR
\N,FAVV
PRY,FAWB
\N,FAWI
\N,FAWK
WEL,FAWM
\N,FAYP
\N,FAZR
FRW,FBFT
JWA,FBJW
BBK,FBKE
MUB,FBMN
GBE,FBSK
PKW,FBSP
BZV,FCBB
FTX,FCOO
OUE,FCOU
PNR,FCPP
MTS,FDMS
BGF,FEFF
BBT,FEFT
BSG,FGBT
SSG,FGSL
ASI,FHAW
MRU,FIMP
RRG,FIMR
\N,FJDG
TKC,FKKC
DLA,FKKD
MVR,FKKL
FOM,FKKM
NGE,FKKN
GOU,FKKR
BFX,FKKU
BPC,FKKV
YAO,FKKY
\N,FLKE
LVI,FLLI
LUN,FLLS
MFU,FLMF
\N,FLMG
NLA,FLND
KIW,FLSO
HAH,FMCH
NWA,FMCI
AJN,FMCV
DZA,FMCZ
RUN,FMEE
ZSE,FMEP
TNR,FMMI
ZVA,FMMN
SMS,FMMS
TMM,FMMT
MOQ,FMMV
DIE,FMNA
WMR,FMNC
ZWA,FMND
AMB,FMNE
ANM,FMNH
HVA,FMNL
MJN,FMNM
NOS,FMNN
BPY,FMNQ
WMN,FMNR
SVB,FMNS
VOH,FMNV
WAI,FMNW
IVA,FMNZ
FTU,FMSD
WFI,FMSF
RVA,FMSG
WVK,FMSK
MNJ,FMSM
MXM,FMSR
TLE,FMST
SSY,FNBC
BUG,FNBG
CAB,FNCA
NOV,FNHU
SVP,FNKU
\N,FNLB
LAD,FNLU
MEG,FNMA
SPP,FNME
GXG,FNNG
PBN,FNPA
VHC,FNSA
SZA,FNSO
SDD,FNUB
LUO,FNUE
UGO,FNUG
XGN,FNXA
OYE,FOGO
OKN,FOGQ
LBQ,FOGR
BMM,FOOB
POG,FOOG
OMB,FOOH
MKU,FOOK
LBV,FOOL
MVB,FOON
PCP,FPPR
TMS,FPST
BEW,FQBR
INH,FQIN
VXC,FQLC
\N,FQLU
MPM,FQMA
\N,FQMD
MZB,FQMP
\N,FQMR
MNC,FQNC
APL,FQNP
POL,FQPB
UEL,FQQL
\N,FQSG
TET,FQTT
\N,FQUG
VNX,FQVL
\N,FSAL
DES,FSDR
\N,FSFA
SEZ,FSIA
PRI,FSPP
\N,FSSC
AEH,FTTC
MQQ,FTTD
NDJ,FTTJ
FYT,FTTY
BUQ,FVBU
\N,FVCP
BFO,FVCZ
VFA,FVFA
HRE,FVHA
KAB,FVKB
\N,FVMT
\N,FVMU
MVZ,FVMV
\N,FVSH
GWE,FVTL
WKM,FVWN
BLZ,FWCL
KGJ,FWKA
\N,FWKG
LLW,FWKI
ZZU,FWUU
MSU,FXMM
\N,FXMU
FIH,FZAA
NLO,FZAB
MNB,FZAG
\N,FZAI
FDU,FZBO
KKW,FZCA
MDK,FZEA
BDT,FZFD
GMA,FZFK
\N,FZFP
LIQ,FZGA
FKI,FZIC
IRP,FZJH
BUX,FZKA
\N,FZKJ
BKY,FZMA
GOM,FZNA
KND,FZOA
FBM,FZQA
KWZ,FZQM
FMI,FZRF
KMN,FZSA
KGA,FZUA
MJM,FZWA
BKO,GABS
GAQ,GAGO
KYS,GAKY
MZI,GAMB
TOM,GATB
\N,GATS
BJL,GBYD
FUE,GCFV
VDE,GCHI
SPC,GCLA
LPA,GCLP
ACE,GCRR
TFS,GCTS
TFN,GCXO
MLN,GEML
FNA,GFLL
\N,GGCF
MLW,GLMR
ROB,GLRB
AGA,GMAD
TTA,GMAT
FEZ,GMFF
\N,GMFI
ERH,GMFK
MEK,GMFM
OUD,GMFO
\N,GMMB
RBA,GMME
CMN,GMMN
RAK,GMMX
NNA,GMMY
OZZ,GMMZ
AHU,GMTA
TTU,GMTN
TNG,GMTT
ZIG,GOGG
CSK,GOGS
KLC,GOOK
DKR,GOOY
XLS,GOSS
BXE,GOTB
KGG,GOTK
TUD,GOTT
IEO,GQNA
TIY,GQND
KFA,GQNF
EMN,GQNI
KED,GQNK
NKC,GQNN
SEY,GQNS
ATR,GQPA
NDB,GQPP
\N,GQPT
FIG,GUFA
FAA,GUFH
LEK,GULB
SID,GVAC
BVC,GVBA
MMO,GVMA
SNE,GVSN
VXE,GVSV
ADD,HAAB
\N,HAAL
AMH,HAAM
AXU,HAAX
BJR,HABD
DIR,HADR
GMB,HAGM
GDQ,HAGN
JIM,HAJM
LLI,HALL
MQX,HAMK
ASO,HASO
BJM,HBBA
HGA,HCMH
BBO,HCMI
KMU,HCMK
ALY,HEAX
ABS,HEBL
CAI,HECA
\N,HECW
HRG,HEGN
EGR,HEGR
LXR,HELX
MUH,HEMM
PSD,HEPS
SKV,HESC
ASW,HESN
ELT,HETR
EDL,HKEL
\N,HKKG
KIS,HKKI
KTL,HKKT
LOK,HKLO
LAU,HKLU
MBA,HKMO
\N,HKNV
WIL,HKNW
\N,HKRE
WJR,HKWJ
\N,HLFL
\N,HLGL
GHT,HLGT
AKF,HLKF
BEN,HLLB
SEB,HLLS
TIP,HLLT
\N,HLMB
\N,HLNF
\N,HLON
\N,HLRA
LTD,HLTD
\N,HLZA
GYI,HRYG
KGL,HRYR
KME,HRZA
DOG,HSDN
\N,HSDZ
ELF,HSFS
KSL,HSKA
\N,HSLI
EBD,HSOB
JUB,HSSJ
MAK,HSSM
KRT,HSSS
ARK,HTAR
DAR,HTDA
DOD,HTDO
IRI,HTIR
JRO,HTKJ
LKY,HTLM
MYW,HTMT
MWZ,HTMW
PMA,HTPE
TGT,HTTG
ZNZ,HTZA
EBB,HUEN
SRT,HUSO
TIA,LATI
BOJ,LBBG
GOZ,LBGO
PDV,LBPD
SOF,LBSF
\N,LBSZ
VAR,LBWN
LCA,LCLK
PFO,LCPH
AKT,LCRA
DBV,LDDU
\N,LDOC
OSI,LDOS
PUY,LDPL
\N,LDRG
RJK,LDRI
SPU,LDSP
\N,LDVA
ZAG,LDZA
ZAD,LDZD
\N,LDZU
\N,LEAB
ALC,LEAL
LEI,LEAM
OVD,LEAS
ODB,LEBA
BIO,LEBB
BCN,LEBL
BJZ,LEBZ
LCG,LECO
\N,LEGA
GRO,LEGE
GRX,LEGR
\N,LEGT
IBZ,LEIB
XRY,LEJR
MJV,LELC
MAD,LEMD
AGP,LEMG
MAH,LEMH
OZP,LEMO
\N,LEOC
PNA,LEPP
\N,LERI
REU,LERS
\N,LERT
SLM,LESA
\N,LESB
\N,LESL
EAS,LESO
SCQ,LEST
LEU,LESU
TOJ,LETO
VLC,LEVC
VLL,LEVD
VIT,LEVT
VGO,LEVX
SDR,LEXJ
ZAZ,LEZG
SVQ,LEZL
CQF,LFAC
\N,LFAG
\N,LFAI
\N,LFAO
\N,LFAQ
LTQ,LFAT
\N,LFAV
\N,LFAY
AGF,LFBA
\N,LFBC
BOD,LFBD
EGC,LFBE
\N,LFBF
CNG,LFBG
PIS,LFBI
MCU,LFBK
LIG,LFBL
\N,LFBM
NIT,LFBN
TLS,LFBO
PUF,LFBP
\N,LFBR
LDE,LFBT
ANG,LFBU
BVE,LFSL
PGX,LFBX
BIQ,LFBZ
\N,LFCC
\N,LFCG
XAC,LFCH
LBI,LFCI
DCM,LFCK
\N,LFCL
\N,LFCM
\N,LFCQ
RDZ,LFCR
\N,LFCU
\N,LFCW
RYN,LFCY
\N,LFCZ
\N,LFDA
\N,LFDB
\N,LFDH
\N,LFDI
\N,LFDJ
\N,LFDM
RCO,LFDN
\N,LFED
\N,LFEH
\N,LFES
\N,LFFI
\N,LFFN
CMR,LFGA
\N,LFGF
DLE,LFGJ
\N,LFGK
\N,LFGW
OBS,LFHO
LPY,LFHP
\N,LFHQ
XBK,LFHS
XVF,LFHV
XMU,LFHY
\N,LFIF
\N,LFIG
ETZ,LFJL
BIA,LFKB
CLY,LFKC
FSC,LFKF
AJA,LFKJ
\N,LFKO
SOZ,LFKS
\N,LFKT
AUF,LFLA
CMF,LFLB
CFE,LFLC
BOU,LFLD
\N,LFLE
XCD,LFLH
QNJ,LFLI
LYS,LFLL
QNX,LFLM
\N,LFLN
RNE,LFLO
NCY,LFLP
GNB,LFLS
\N,LFLT
VAF,LFLU
VHY,LFLV
AUR,LFLW
Chateauroux,France
LYN,LFLY
QXB,LFMA
\N,LFMC
CEQ,LFMD
EBU,LFMH
\N,LFMI
CCF,LFMK
MRS,LFML
NCE,LFMN
\N,LFMO
PGF,LFMP
CTT,LFMQ
\N,LFMS
MPL,LFMT
BZR,LFMU
AVN,LFMV
\N,LFMY
\N,LFMZ
MEN,LFNB
\N,LFNH
\N,LFOA
BVA,LFOB
\N,LFOC
\N,LFOD
\N,LFOE
LEH,LFOH
\N,LFOI
ORE,LFOJ
XCR,LFOK
URO,LFOP
TUF,LFOT
CET,LFOU
LVA,LFOV
\N,LFOZ
LBG,LFPB
CSF,LFPC
CDG,LFPG
\N,LFPK
\N,LFPM
TNF,LFPN
ORY,LFPO
POX,LFPT
\N,LFPV
\N,LFQA
QYR,LFQB
\N,LFQC
\N,LFQE
\N,LFQF
NVS,LFQG
\N,LFQI
\N,LFQJ
\N,LFQM
\N,LFQP
LIL,LFQQ
\N,LFQT
\N,LFQV
\N,LFQW
BES,LFRB
CER,LFRC
DNR,LFRD
\N,LFRE
GFR,LFRF
DOL,LFRG
LRT,LFRH
EDM,LFRI
\N,LFRJ
CFR,LFRK
\N,LFRL
LME,LFRM
RNS,LFRN
LAI,LFRO
UIP,LFRQ
NTE,LFRS
SBK,LFRT
MXN,LFRU
VNE,LFRV
SNR,LFRZ
BSL,LFSB
\N,LFSC
DIJ,LFSD
MZM,LFSF
EPL,LFSG
\N,LFSH
\N,LFSI
\N,LFSM
ENC,LFSN
\N,LFSO
\N,LFSP
RHE,LFSR
SXB,LFST
\N,LFSX
\N,LFTF
TLN,LFTH
FNI,LFTW
MQC,LFVM
FSP,LFVP
\N,LFXA
\N,LFYD
PYR,LGAD
AGQ,LGAG
AXD,LGAL
\N,LGAX
VOL,LGBL
\N,LGEL
JKH,LGHI
IOA,LGIO
HER,LGIR
KSO,LGKA
KIT,LGKC
EFL,LGKF
KLX,LGKL
\N,LGKM
KGS,LGKO
AOK,LGKP
CFU,LGKR
KSJ,LGKS
KVA,LGKV
KZI,LGKZ
LRS,LGLE
LXS,LGLM
LRA,LGLR
\N,LGMG
JMK,LGMK
MJT,LGMT
PVK,LGPZ
\N,LGRD
RHO,LGRP
GPA,LGRX
CHQ,LGSA
JSI,LGSK
SMI,LGSM
\N,LGSP
JTR,LGSR
JSH,LGST
\N,LGSV
SKU,LGSY
\N,LGTG
\N,LGTL
\N,LGTP
SKG,LGTS
\N,LGTT
ZTH,LGZA
BUD,LHBP
DEB,LHDC
\N,LHKE
\N,LHNY
\N,LHOY
\N,LHSA
\N,LHSN
\N,LIBA
CRV,LIBC
BRI,LIBD
Foggia,Italy
Grottaglie,Italy
LCC,LIBN
PSR,LIBP
BDS,LIBR
\N,LIBV
SUF,LICA
CTA,LICC
LMP,LICD
PNL,LICG
PMO,LICJ
\N,LICP
REG,LICR
TPS,LICT
NSY,LICZ
AHO,LIEA
DCI,LIED
CAG,LIEE
OLB,LIEO
TTB,LIET
\N,LIMA
\N,LIMB
MXP,LIMC
BGY,LIME
TRN,LIMF
ALL,LIMG
GOA,LIMJ
LIN,LIML
\N,LIMN
PMF,LIMP
QPZ,LIMS
CUF,LIMZ
AVB,LIPA
BZO,LIPB
\N,LIPC
BLQ,LIPE
TSF,LIPH
\N,LIPI
FRL,LIPK
\N,LIPL
\N,LIPN
VBS,LIPO
TRS,LIPQ
RMI,LIPR
\N,LIPS
VIC,LIPT
QPA,LIPU
VRN,LIPX
VCE,LIPZ
SAY,LIQS
CIA,LIRA
\N,LIRE
FCO,LIRF
\N,LIRG
EBA,LIRJ
QLT,LIRL
\N,LIRM
NAP,LIRN
PSA,LIRP
FLR,LIRQ
GRS,LIRS
\N,LIRU
\N,LIRV
PEG,LIRZ
\N,LJCE
LJU,LJLJ
MBX,LJMB
POW,LJPZ
\N,LJSG
\N,LKCS
\N,LKCV
\N,LKHK
\N,LKHV
\N,LKKB
\N,LKKU
KLV,LKKV
\N,LKLN
\N,LKMH
OSR,LKMT
\N,LKNA
PED,LKPD
\N,LKPM
PRV,LKPO
PRG,LKPR
BRQ,LKTB
\N,LKVO
TLV,LLBG
BEV,LLBS
\N,LLEK
\N,LLES
ETH,LLET
\N,LLEY
HFA,LLHA
\N,LLHS
RPN,LLIB
\N,LLMG
\N,LLMZ
\N,LLNV
VDA,LLOV
\N,LLRD
\N,LLRM
SDV,LLSD
MLA,LMML
\N,LOAN
\N,LOLW
GRZ,LOWG
INN,LOWI
LNZ,LOWL
SZG,LOWS
VIE,LOWW
\N,LOXZ
\N,LPAR
SMA,LPAZ
BGC,LPBG
\N,LPBJ
\N,LPBR
\N,LPCO
\N,LPCS
\N,LPCV
\N,LPEV
FLW,LPFL
FAO,LPFR
GRW,LPGR
HOR,LPHR
TER,LPLA
\N,LPMR
\N,LPMT
\N,LPOV
PDL,LPPD
PIX,LPPI
\N,LPPM
OPO,LPPR
PXO,LPPS
LIS,LPPT
SJZ,LPSJ
\N,LPST
\N,LPTN
